TR #:,1
Comp ID:,2
Pr Setpoint:,5.00
Deadband:,0.50

Cal Info
Model:,,Gage #:,,Cal Date:,
Slope:,10846.941,Offset:,-141.782,Units:,kPa
Master Gage:,

Cal Points Taken
kPa,Amps
-10.9000,0.0121
0.0000,0.0131
20.1000,0.0149


Date/Time,# Points,Min. P,Max. P, Ave. P
10/12/2018 8:56:30 AM,1,0.095,0.095,0.095
10/12/2018 8:56:31 AM,2,0.095,0.171,0.133
10/12/2018 8:56:32 AM,3,0.095,0.261,0.176
10/12/2018 8:56:33 AM,4,0.095,0.347,0.218
10/12/2018 8:56:34 AM,5,0.095,0.434,0.262
10/12/2018 8:56:35 AM,6,0.095,0.521,0.305
10/12/2018 8:56:36 AM,7,0.095,0.607,0.348
10/12/2018 8:56:37 AM,8,0.095,0.687,0.390
10/12/2018 8:56:38 AM,9,0.095,0.771,0.433
10/12/2018 8:56:39 AM,10,0.095,0.853,0.475
10/12/2018 8:56:40 AM,11,0.095,0.934,0.517
10/12/2018 8:56:41 AM,12,0.095,1.014,0.558
10/12/2018 8:56:42 AM,13,0.095,1.090,0.599
10/12/2018 8:56:43 AM,14,0.095,1.170,0.640
10/12/2018 8:56:44 AM,15,0.095,1.247,0.680
10/12/2018 8:56:45 AM,16,0.095,1.345,0.722
10/12/2018 8:56:46 AM,17,0.095,1.495,0.767
10/12/2018 8:56:47 AM,18,0.095,1.606,0.814
10/12/2018 8:56:48 AM,19,0.095,1.705,0.861
10/12/2018 8:56:49 AM,20,0.095,1.804,0.908
10/12/2018 8:56:50 AM,21,0.095,1.896,0.955
10/12/2018 8:56:51 AM,22,0.095,1.989,1.002
10/12/2018 8:56:52 AM,23,0.095,2.081,1.049
10/12/2018 8:56:53 AM,24,0.095,2.173,1.096
10/12/2018 8:56:54 AM,25,0.095,2.267,1.143
10/12/2018 8:56:55 AM,26,0.095,2.349,1.189
10/12/2018 8:56:56 AM,27,0.095,2.440,1.235
10/12/2018 8:56:57 AM,28,0.095,2.529,1.282
10/12/2018 8:56:58 AM,29,0.095,2.617,1.328
10/12/2018 8:56:59 AM,30,0.095,2.703,1.373
10/12/2018 8:57:00 AM,31,0.095,2.791,1.419
10/12/2018 8:57:01 AM,32,0.095,2.876,1.465
10/12/2018 8:57:02 AM,33,0.095,2.958,1.510
10/12/2018 8:57:03 AM,34,0.095,3.046,1.555
10/12/2018 8:57:04 AM,35,0.095,3.128,1.600
10/12/2018 8:57:05 AM,36,0.095,3.208,1.645
10/12/2018 8:57:06 AM,37,0.095,3.289,1.689
10/12/2018 8:57:07 AM,38,0.095,3.375,1.734
10/12/2018 8:57:08 AM,39,0.095,3.454,1.778
10/12/2018 8:57:09 AM,40,0.095,3.533,1.822
10/12/2018 8:57:10 AM,41,0.095,3.617,1.865
10/12/2018 8:57:11 AM,42,0.095,3.694,1.909
10/12/2018 8:57:12 AM,43,0.095,3.777,1.952
10/12/2018 8:57:13 AM,44,0.095,3.856,1.996
10/12/2018 8:57:14 AM,45,0.095,3.934,2.039
10/12/2018 8:57:15 AM,46,0.095,4.010,2.081
10/12/2018 8:57:16 AM,47,0.095,4.091,2.124
10/12/2018 8:57:17 AM,48,0.095,4.166,2.167
10/12/2018 8:57:18 AM,49,0.095,4.243,2.209
10/12/2018 8:57:19 AM,50,0.095,4.320,2.251
10/12/2018 8:57:20 AM,51,0.095,4.398,2.293
10/12/2018 8:57:21 AM,52,0.095,4.473,2.335
10/12/2018 8:57:22 AM,53,0.095,4.551,2.377
10/12/2018 8:57:23 AM,54,0.095,4.626,2.419
10/12/2018 8:57:24 AM,55,0.095,4.701,2.460
10/12/2018 8:57:25 AM,56,0.095,4.779,2.502
10/12/2018 8:57:26 AM,57,0.095,4.854,2.543
10/12/2018 8:57:27 AM,58,0.095,4.929,2.584
10/12/2018 8:57:28 AM,59,0.095,5.005,2.625
10/12/2018 8:57:29 AM,60,0.095,5.080,2.666
10/12/2018 8:57:30 AM,61,0.095,5.080,2.705
10/12/2018 8:57:31 AM,62,0.095,5.080,2.743
10/12/2018 8:57:32 AM,63,0.095,5.080,2.779
10/12/2018 8:57:33 AM,64,0.095,5.080,2.814
10/12/2018 8:57:34 AM,65,0.095,5.080,2.847
10/12/2018 8:57:35 AM,66,0.095,5.080,2.879
10/12/2018 8:57:42 AM,0,0.000,0.000,NaN
10/12/2018 8:57:43 AM,1,4.818,4.818,4.818
10/12/2018 8:57:43 AM,2,4.437,4.818,4.627
10/12/2018 8:57:44 AM,3,4.011,4.818,4.422
10/12/2018 8:57:46 AM,4,3.595,4.818,4.215
10/12/2018 8:57:47 AM,5,3.170,4.818,4.006
10/12/2018 8:57:47 AM,6,2.783,4.818,3.802
10/12/2018 8:57:49 AM,7,2.413,4.818,3.604
10/12/2018 8:57:49 AM,8,2.028,4.818,3.407
10/12/2018 8:57:51 AM,9,1.667,4.818,3.213
10/12/2018 8:57:52 AM,10,1.300,4.818,3.022
10/12/2018 8:57:53 AM,11,0.966,4.818,2.835
10/12/2018 8:57:54 AM,12,0.639,4.818,2.652
10/12/2018 8:57:55 AM,13,0.323,4.818,2.473
10/12/2018 8:57:56 AM,14,0.001,4.818,2.296
10/12/2018 8:57:57 AM,15,-0.299,4.818,2.123
10/12/2018 8:57:58 AM,16,-0.589,4.818,1.954
10/12/2018 8:57:59 AM,17,-0.881,4.818,1.787
10/12/2018 8:57:59 AM,18,-1.154,4.818,1.624
10/12/2018 8:58:01 AM,19,-1.419,4.818,1.464
10/12/2018 8:58:02 AM,20,-1.685,4.818,1.306
10/12/2018 8:58:03 AM,21,-1.936,4.818,1.152
10/12/2018 8:58:04 AM,22,-2.181,4.818,1.000
10/12/2018 8:58:05 AM,23,-2.427,4.818,0.851
10/12/2018 8:58:06 AM,24,-2.654,4.818,0.705
10/12/2018 8:58:07 AM,25,-2.876,4.818,0.562
10/12/2018 8:58:08 AM,26,-3.103,4.818,0.421
10/12/2018 8:58:09 AM,27,-3.310,4.818,0.283
10/12/2018 8:58:10 AM,28,-3.526,4.818,0.147
10/12/2018 8:58:11 AM,29,-3.723,4.818,0.013
10/12/2018 8:58:12 AM,30,-3.927,4.818,-0.118
10/12/2018 8:58:13 AM,31,-4.115,4.818,-0.247
10/12/2018 8:58:13 AM,32,-4.304,4.818,-0.374
10/12/2018 8:58:15 AM,33,-4.484,4.818,-0.498
10/12/2018 8:58:16 AM,34,-4.671,4.818,-0.621
10/12/2018 8:58:17 AM,35,-4.841,4.818,-0.742
10/12/2018 8:58:18 AM,36,-5.010,4.818,-0.860
10/12/2018 8:58:19 AM,37,-5.182,4.818,-0.977
10/12/2018 8:58:20 AM,38,-5.182,4.818,-1.087
10/12/2018 8:58:21 AM,39,-5.182,4.818,-1.189
10/12/2018 8:58:22 AM,40,-5.182,4.818,-1.285
10/12/2018 8:58:23 AM,41,-5.182,4.818,-1.375
10/12/2018 8:58:24 AM,42,-5.182,4.818,-1.459
10/12/2018 8:58:25 AM,43,-5.182,4.818,-1.537
10/12/2018 8:58:25 AM,44,-5.182,4.818,-1.611
10/12/2018 8:58:27 AM,45,-5.182,4.818,-1.681
10/12/2018 8:58:28 AM,46,-5.182,4.818,-1.747
10/12/2018 8:58:29 AM,47,-5.182,4.818,-1.809
10/12/2018 8:58:30 AM,48,-5.182,4.818,-1.867
10/12/2018 8:58:30 AM,49,-5.182,4.818,-1.923
10/12/2018 8:58:32 AM,50,-5.182,4.818,-1.975
10/12/2018 8:58:33 AM,51,-5.182,4.818,-2.025
10/12/2018 8:58:33 AM,52,-5.182,4.818,-2.072
10/12/2018 8:58:34 AM,53,-5.182,4.818,-2.121
10/12/2018 8:58:36 AM,54,-5.182,4.818,-2.172
10/12/2018 8:58:37 AM,55,-5.182,4.818,-2.226
10/12/2018 8:58:38 AM,56,-5.305,4.818,-2.281
10/12/2018 8:58:38 AM,57,-5.313,4.818,-2.334
10/12/2018 8:58:40 AM,58,-5.313,4.818,-2.385
10/12/2018 8:58:41 AM,59,-5.313,4.818,-2.433
10/12/2018 8:58:42 AM,60,-5.313,4.818,-2.480
10/12/2018 8:58:43 AM,61,-5.313,4.818,-2.524
10/12/2018 8:58:44 AM,62,-5.313,4.818,-2.566
10/12/2018 8:58:45 AM,63,-5.313,4.818,-2.607
10/12/2018 8:58:46 AM,64,-5.313,4.818,-2.646
10/12/2018 8:58:47 AM,65,-5.313,4.818,-2.684
10/12/2018 8:58:48 AM,66,-5.313,4.818,-2.720
10/12/2018 8:58:49 AM,67,-5.313,4.818,-2.755
10/12/2018 8:58:50 AM,68,-5.313,4.818,-2.788
10/12/2018 8:58:51 AM,69,-5.313,4.818,-2.820
10/12/2018 8:58:51 AM,70,-5.313,4.818,-2.851
10/12/2018 8:58:53 AM,71,-5.313,4.818,-2.881
10/12/2018 8:58:54 AM,72,-5.313,4.818,-2.910
10/12/2018 8:58:55 AM,73,-5.313,4.818,-2.938
10/12/2018 8:58:56 AM,74,-5.313,4.818,-2.964
10/12/2018 8:58:57 AM,75,-5.313,4.818,-2.990
10/12/2018 8:58:58 AM,76,-5.313,4.818,-3.016
10/12/2018 8:58:59 AM,77,-5.313,4.818,-3.040
10/12/2018 8:59:00 AM,78,-5.313,4.818,-3.064
10/12/2018 8:59:01 AM,79,-5.313,4.818,-3.086
10/12/2018 8:59:01 AM,80,-5.313,4.818,-3.109
10/12/2018 8:59:03 AM,81,-5.313,4.818,-3.130
10/12/2018 8:59:04 AM,82,-5.313,4.818,-3.151
10/12/2018 8:59:04 AM,83,-5.313,4.818,-3.171
10/12/2018 8:59:06 AM,84,-5.313,4.818,-3.191
10/12/2018 8:59:07 AM,85,-5.313,4.818,-3.210
10/12/2018 8:59:08 AM,86,-5.313,4.818,-3.228
10/12/2018 8:59:09 AM,87,-5.313,4.818,-3.246
10/12/2018 8:59:10 AM,88,-5.313,4.818,-3.264
10/12/2018 8:59:11 AM,89,-5.313,4.818,-3.281
10/12/2018 8:59:12 AM,90,-5.313,4.818,-3.298
10/12/2018 8:59:13 AM,91,-5.313,4.818,-3.314
10/12/2018 8:59:14 AM,92,-5.313,4.818,-3.330
10/12/2018 8:59:15 AM,93,-5.313,4.818,-3.345
10/12/2018 8:59:16 AM,94,-5.313,4.818,-3.360
10/12/2018 8:59:16 AM,95,-5.313,4.818,-3.375
10/12/2018 8:59:18 AM,96,-5.313,4.818,-3.389
10/12/2018 8:59:19 AM,97,-5.313,4.818,-3.403
10/12/2018 8:59:20 AM,98,-5.313,4.818,-3.417
10/12/2018 8:59:21 AM,99,-5.313,4.818,-3.430
10/12/2018 8:59:21 AM,100,-5.313,4.818,-3.443
10/12/2018 8:59:22 AM,101,-5.313,4.818,-3.456
10/12/2018 8:59:24 AM,102,-5.313,4.818,-3.468
10/12/2018 8:59:25 AM,103,-5.313,4.818,-3.480
10/12/2018 8:59:26 AM,104,-5.313,4.818,-3.492
10/12/2018 8:59:27 AM,105,-5.313,4.818,-3.504
10/12/2018 8:59:28 AM,106,-5.313,4.818,-3.515
10/12/2018 8:59:29 AM,107,-5.313,4.818,-3.526
10/12/2018 8:59:30 AM,108,-5.313,4.818,-3.537
10/12/2018 8:59:31 AM,109,-5.313,4.818,-3.548
10/12/2018 8:59:32 AM,110,-5.313,4.818,-3.558
10/12/2018 8:59:33 AM,111,-5.313,4.818,-3.569
10/12/2018 8:59:34 AM,112,-5.313,4.818,-3.579
10/12/2018 8:59:35 AM,113,-5.313,4.818,-3.588
10/12/2018 8:59:36 AM,114,-5.313,4.818,-3.598
10/12/2018 8:59:37 AM,115,-5.313,4.818,-3.608
10/12/2018 8:59:38 AM,116,-5.313,4.818,-3.617
10/12/2018 8:59:39 AM,117,-5.313,4.818,-3.626
10/12/2018 8:59:39 AM,118,-5.313,4.818,-3.635
10/12/2018 8:59:41 AM,119,-5.313,4.818,-3.644
10/12/2018 8:59:42 AM,120,-5.313,4.818,-3.652
10/12/2018 8:59:43 AM,121,-5.313,4.818,-3.661
10/12/2018 8:59:44 AM,122,-5.313,4.818,-3.669
10/12/2018 8:59:45 AM,123,-5.313,4.818,-3.677
10/12/2018 8:59:46 AM,124,-5.313,4.818,-3.685
10/12/2018 8:59:46 AM,125,-5.313,4.818,-3.693
10/12/2018 8:59:48 AM,126,-5.313,4.818,-3.701
10/12/2018 9:00:26 AM,164,-5.313,4.818,-3.920
10/12/2018 9:00:27 AM,165,-5.313,4.818,-3.925
10/12/2018 9:00:28 AM,166,-5.313,4.818,-3.929
10/12/2018 9:00:29 AM,167,-5.313,4.818,-3.934
10/12/2018 9:00:30 AM,168,-5.313,4.818,-3.938
10/12/2018 9:00:31 AM,169,-5.313,4.818,-3.942
10/12/2018 9:00:32 AM,170,-5.313,4.818,-3.947
10/12/2018 9:00:33 AM,171,-5.313,4.818,-3.951
10/12/2018 9:00:34 AM,172,-5.313,4.818,-3.955
10/12/2018 9:00:35 AM,173,-5.313,4.818,-3.960
10/12/2018 9:00:36 AM,174,-5.313,4.818,-3.964
10/12/2018 9:00:36 AM,175,-5.313,4.818,-3.968
10/12/2018 9:00:38 AM,176,-5.313,4.818,-3.972
10/12/2018 9:00:39 AM,177,-5.313,4.818,-3.976
10/12/2018 9:00:40 AM,178,-5.313,4.818,-3.981
10/12/2018 9:00:41 AM,179,-5.313,4.818,-3.985
10/12/2018 9:00:42 AM,180,-5.313,4.818,-3.989
10/12/2018 9:00:43 AM,181,-5.313,4.818,-3.993
10/12/2018 9:00:44 AM,182,-5.313,4.818,-3.997
10/12/2018 9:00:44 AM,183,-5.313,4.818,-4.001
10/12/2018 9:00:46 AM,184,-5.313,4.818,-4.005
10/12/2018 9:00:47 AM,185,-5.313,4.818,-4.008
10/12/2018 9:00:48 AM,186,-5.313,4.818,-4.011
10/12/2018 9:00:49 AM,187,-5.313,4.818,-4.012
10/12/2018 9:00:49 AM,188,-5.313,4.818,-4.013
10/12/2018 9:00:51 AM,189,-5.313,4.818,-4.012
10/12/2018 9:00:52 AM,190,-5.313,4.818,-4.011
10/12/2018 9:00:53 AM,191,-5.313,4.818,-4.008
10/12/2018 9:00:54 AM,192,-5.313,4.818,-4.005
10/12/2018 9:00:55 AM,193,-5.313,4.818,-4.001
10/12/2018 9:00:56 AM,194,-5.313,4.818,-3.997
10/12/2018 9:00:57 AM,195,-5.313,4.818,-3.991
10/12/2018 9:00:57 AM,196,-5.313,4.818,-3.986
10/12/2018 9:00:58 AM,197,-5.313,4.818,-3.980
10/12/2018 9:00:59 AM,198,-5.313,4.818,-3.974
10/12/2018 9:01:01 AM,199,-5.313,4.818,-3.969
10/12/2018 9:01:02 AM,200,-5.313,4.818,-3.963
10/12/2018 9:01:02 AM,201,-5.313,4.818,-3.958
10/12/2018 9:01:04 AM,202,-5.313,4.818,-3.953
10/12/2018 9:01:05 AM,203,-5.313,4.818,-3.948
10/12/2018 9:01:06 AM,204,-5.313,4.818,-3.944
10/12/2018 9:01:07 AM,205,-5.313,4.818,-3.939
10/12/2018 9:01:08 AM,206,-5.313,4.818,-3.934
10/12/2018 9:01:09 AM,207,-5.313,4.818,-3.930
10/12/2018 9:01:10 AM,208,-5.313,4.818,-3.926
10/12/2018 9:01:11 AM,209,-5.313,4.818,-3.922
10/12/2018 9:01:12 AM,210,-5.313,4.818,-3.918
10/12/2018 9:01:13 AM,211,-5.313,4.818,-3.914
10/12/2018 9:01:14 AM,212,-5.313,4.818,-3.910
10/12/2018 9:01:15 AM,213,-5.313,4.818,-3.906
10/12/2018 9:01:16 AM,214,-5.313,4.818,-3.903
10/12/2018 9:01:17 AM,215,-5.313,4.818,-3.899
10/12/2018 9:01:18 AM,216,-5.313,4.818,-3.896
10/12/2018 9:01:18 AM,217,-5.313,4.818,-3.893
10/12/2018 9:01:20 AM,218,-5.313,4.818,-3.889
10/12/2018 9:01:21 AM,219,-5.313,4.818,-3.886
10/12/2018 9:01:21 AM,220,-5.313,4.818,-3.883
10/12/2018 9:01:22 AM,221,-5.313,4.818,-3.880
10/12/2018 9:01:24 AM,222,-5.313,4.818,-3.877
10/12/2018 9:01:25 AM,223,-5.313,4.818,-3.874
10/12/2018 9:01:26 AM,224,-5.313,4.818,-3.872
10/12/2018 9:01:27 AM,225,-5.313,4.818,-3.869
10/12/2018 9:01:28 AM,226,-5.313,4.818,-3.866
10/12/2018 9:01:29 AM,227,-5.313,4.818,-3.864
10/12/2018 9:01:29 AM,228,-5.313,4.818,-3.861
10/12/2018 9:01:31 AM,229,-5.313,4.818,-3.859
10/12/2018 9:01:32 AM,230,-5.313,4.818,-3.856
10/12/2018 9:01:33 AM,231,-5.313,4.818,-3.854
10/12/2018 9:01:34 AM,232,-5.313,4.818,-3.852
10/12/2018 9:01:35 AM,233,-5.313,4.818,-3.850
10/12/2018 9:01:36 AM,234,-5.313,4.818,-3.847
10/12/2018 9:01:37 AM,235,-5.313,4.818,-3.845
10/12/2018 9:01:38 AM,236,-5.313,4.818,-3.843
10/12/2018 9:01:39 AM,237,-5.313,4.818,-3.841
10/12/2018 9:01:40 AM,238,-5.313,4.818,-3.839
10/12/2018 9:01:41 AM,239,-5.313,4.818,-3.837
10/12/2018 9:01:42 AM,240,-5.313,4.818,-3.836
10/12/2018 9:01:43 AM,241,-5.313,4.818,-3.834
10/12/2018 9:01:44 AM,242,-5.313,4.818,-3.832
10/12/2018 9:01:45 AM,243,-5.313,4.818,-3.830
10/12/2018 9:01:45 AM,244,-5.313,4.818,-3.829
10/12/2018 9:01:47 AM,245,-5.313,4.818,-3.827
10/12/2018 9:01:48 AM,246,-5.313,4.818,-3.826
10/12/2018 9:01:49 AM,247,-5.313,4.818,-3.824
10/12/2018 9:01:50 AM,248,-5.313,4.818,-3.823
10/12/2018 9:01:50 AM,249,-5.313,4.818,-3.821
10/12/2018 9:01:52 AM,250,-5.313,4.818,-3.820
10/12/2018 9:01:53 AM,251,-5.313,4.818,-3.819
10/12/2018 9:01:54 AM,252,-5.313,4.818,-3.817
10/12/2018 9:01:55 AM,253,-5.313,4.818,-3.816
10/12/2018 9:01:55 AM,254,-5.313,4.818,-3.814
10/12/2018 9:01:57 AM,255,-5.313,4.818,-3.812
10/12/2018 9:01:58 AM,256,-5.313,4.818,-3.809
10/12/2018 9:01:59 AM,257,-5.313,4.818,-3.806
10/12/2018 9:02:00 AM,258,-5.313,4.818,-3.802
10/12/2018 9:02:01 AM,259,-5.313,4.818,-3.799
10/12/2018 9:02:01 AM,260,-5.313,4.818,-3.795
10/12/2018 9:02:03 AM,261,-5.313,4.818,-3.792
10/12/2018 9:02:04 AM,262,-5.313,4.818,-3.789
10/12/2018 9:02:05 AM,263,-5.313,4.818,-3.786
10/12/2018 9:02:06 AM,264,-5.313,4.818,-3.783
10/12/2018 9:02:07 AM,265,-5.313,4.818,-3.780
10/12/2018 9:02:08 AM,266,-5.313,4.818,-3.777
10/12/2018 9:02:09 AM,267,-5.313,4.818,-3.774
10/12/2018 9:02:09 AM,268,-5.313,4.818,-3.771
10/12/2018 9:02:11 AM,269,-5.313,4.818,-3.769
10/12/2018 9:02:11 AM,270,-5.313,4.818,-3.766
10/12/2018 9:02:13 AM,271,-5.313,4.818,-3.764
10/12/2018 9:02:14 AM,272,-5.313,4.818,-3.761
10/12/2018 9:02:15 AM,273,-5.313,4.818,-3.759
10/12/2018 9:02:16 AM,274,-5.313,4.818,-3.756
10/12/2018 9:02:17 AM,275,-5.313,4.818,-3.754
10/12/2018 9:02:18 AM,276,-5.313,4.818,-3.752
10/12/2018 9:02:18 AM,277,-5.313,4.818,-3.749
10/12/2018 9:02:20 AM,278,-5.313,4.818,-3.747
10/12/2018 9:02:21 AM,279,-5.313,4.818,-3.745
10/12/2018 9:02:22 AM,280,-5.313,4.818,-3.743
10/12/2018 9:02:23 AM,281,-5.313,4.818,-3.741
10/12/2018 9:02:23 AM,282,-5.313,4.818,-3.739
10/12/2018 9:02:25 AM,283,-5.313,4.818,-3.737
10/12/2018 9:02:26 AM,284,-5.313,4.818,-3.735
10/12/2018 9:02:27 AM,285,-5.313,4.818,-3.734
10/12/2018 9:02:27 AM,286,-5.313,4.818,-3.732
10/12/2018 9:02:29 AM,287,-5.313,4.818,-3.730
10/12/2018 9:02:30 AM,288,-5.313,4.818,-3.728
10/12/2018 9:02:31 AM,289,-5.313,4.818,-3.727
10/12/2018 9:02:32 AM,290,-5.313,4.818,-3.725
10/12/2018 9:02:33 AM,291,-5.313,4.818,-3.724
10/12/2018 9:02:34 AM,292,-5.313,4.818,-3.722
10/12/2018 9:02:35 AM,293,-5.313,4.818,-3.721
10/12/2018 9:02:35 AM,294,-5.313,4.818,-3.719
10/12/2018 9:02:37 AM,295,-5.313,4.818,-3.718
10/12/2018 9:02:38 AM,296,-5.313,4.818,-3.717
10/12/2018 9:02:39 AM,297,-5.313,4.818,-3.715
10/12/2018 9:02:40 AM,298,-5.313,4.818,-3.714
10/12/2018 9:02:41 AM,299,-5.313,4.818,-3.713
10/12/2018 9:02:41 AM,300,-5.313,4.818,-3.712
10/12/2018 9:02:43 AM,301,-5.313,4.818,-3.711
10/12/2018 9:02:44 AM,302,-5.313,4.818,-3.709
10/12/2018 9:02:45 AM,303,-5.313,4.818,-3.708
10/12/2018 9:02:46 AM,304,-5.313,4.818,-3.707
10/12/2018 9:02:46 AM,305,-5.313,4.818,-3.706
10/12/2018 9:02:48 AM,306,-5.313,4.818,-3.705
10/12/2018 9:02:49 AM,307,-5.313,4.818,-3.705
10/12/2018 9:02:50 AM,308,-5.313,4.818,-3.704
10/12/2018 9:02:51 AM,309,-5.313,4.818,-3.703
